0,0
11.988,1.0426
23.967,2.079
35.935,3.1095
47.894,4.1338
59.844,5.1522
71.783,6.1645
83.712,7.1709
95.631,8.1713
107.54,9.1657
119.44,10.154
131.33,11.137
143.21,12.113
155.08,13.084
166.93,14.049
178.78,15.008
190.62,15.962
202.45,16.909
214.26,17.851
226.07,18.787
237.86,19.717
249.65,20.641
261.42,21.56
273.18,22.473
284.93,23.38
296.67,24.282
308.4,25.178
320.12,26.068
331.83,26.953
343.53,27.832
355.21,28.705
366.89,29.573
378.55,30.436
390.2,31.293
401.84,32.144
413.47,32.99
425.09,33.83
436.69,34.665
448.28,35.495
459.87,36.319
471.44,37.138
482.99,37.951
494.54,38.759
506.07,39.561
517.6,40.359
529.11,41.151
540.61,41.937
552.09,42.719
563.56,43.495
575.03,44.266
586.48,45.031
597.91,45.792
609.34,46.547
620.75,47.297
632.15,48.042
643.54,48.782
654.91,49.517
666.27,50.246
677.62,50.971
688.96,51.69
700.28,52.404
711.59,53.114
722.89,53.818
734.17,54.518
745.44,55.212
756.7,55.901
767.94,56.586
779.17,57.265
790.39,57.94
801.6,58.61
812.79,59.275
823.97,59.935
835.13,60.59
846.28,61.24
857.42,61.886
868.54,62.527
879.65,63.163
890.75,63.794
901.83,64.42
912.9,65.042
923.95,65.659
934.99,66.272
946.02,66.88
957.03,67.483
968.02,68.082
979.01,68.675
989.98,69.265
1000.9,69.85
1011.9,70.43
1022.8,71.006
1033.7,71.577
1044.6,72.144
1055.5,72.706
1066.4,73.264
1077.2,73.817
1088,74.366
1098.9,74.91
1109.7,75.45
1120.5,75.986
1131.2,76.517
1142,77.044
1152.8,77.567
1163.5,78.086
1174.2,78.6
1184.9,79.11
1195.6,79.615
1206.3,80.117
1216.9,80.614
1227.6,81.107
1238.2,81.596
1248.8,82.08
1259.4,82.561
1270,83.037
1280.5,83.509
1291.1,83.977
1301.6,84.442
1312.1,84.902
1322.6,85.358
1333.1,85.81
1343.6,86.258
1354,86.702
1364.4,87.142
1374.9,87.578
1385.3,88.01
1395.6,88.438
1406,88.862
1416.4,89.283
1426.7,89.7
1437,90.112
1447.3,90.521
1457.6,90.926
