14051,9279.1,1,0
20679,9477.9,1,0
27174,9345.3,1,0
27440,12195,1,0
26909,17895,1,0
26909,17895,0,0
26843,19685,0,0
26777,21938,1,0
26843,23794,0,0
26777,27108,1,0
24324,28301,1,0
17962,28102,0,0
15576,28169,1,0
11466,28500,1,0
8881.4,28434,1,0
8152.3,25451,1,0
8019.8,21872,1,0
8351.2,19685,0,0
8152.3,17962,1,0
8152.3,13919,1,0
